16.459776  39.456067  38.121533  8.599527  32.246341  64.254963  33.161724  49.090601  65.729685  18.817674  68.640738  44.891604  93.181560  2.471861  44.568021  54.736173  50.867305  26.801752  57.054231  10.456780  47.108110  46.008949  72.400418  33.826962  29.750156  10.878891  41.523228  80.900035  86.881951  24.947389  90.773866  36.368915  52.346409  86.101489  7.729459  9.018957  81.618356  59.713948  12.332427  71.106769  91.471917  68.502623  23.584220  79.988066  59.424556  48.519421  65.905934  81.035045  55.996843  38.939314  53.048517  86.417744  23.023794  60.911965  47.397757  14.110023  47.155377  40.419865  36.663217  98.693176  36.200967  29.652071  62.355949  16.442116  42.648839  99.043991  32.360602  84.643276  99.543344  24.979417  29.065283  0.207171  81.922726  75.255079  12.104878  46.687254  72.685896  31.848378  75.688745  0.735263  57.560007  11.040359  55.317552  22.092456  7.913611  4.056859  83.623260  56.124098  77.723244  94.562051  4.382945  64.155729  65.338173  38.670149  29.193425  53.889378  18.769769  63.511610  39.627942  26.826600  
74.665381  1.063206  69.297776  87.723318  65.805113  86.529836  6.949053  92.738626  58.090467  26.480989  65.985771  22.852749  86.159749  86.900605  38.461568  23.567757  3.289129  80.386091  49.034812  28.086820  55.186509  19.651969  90.646436  94.643052  65.778312  36.095675  60.012934  37.388207  83.587824  60.559312  20.351356  45.237911  13.563940  69.136928  84.344327  75.101152  25.060953  99.435148  6.528781  29.220449  8.079413  90.690418  33.856151  20.328895  67.745512  98.813315  55.389366  29.071210  99.832156  79.043116  77.643428  53.094185  53.959169  91.752340  81.586019  16.215648  36.403719  37.309596  62.385559  14.084154  12.369259  90.137359  38.593994  49.264300  85.093771  71.014800  45.746770  65.961214  10.118992  69.902894  57.947731  27.509413  50.705417  5.951175  21.392019  35.666629  49.039699  10.218304  39.042841  93.024148  56.860867  60.585903  67.271477  31.707153  2.124694  9.730337  37.776406  8.060906  79.643111  61.773083  20.206237  6.227412  64.113225  50.967535  11.366690  39.957300  62.337748  10.533604  38.277466  29.375886  
20.519124  64.911270  63.723256  96.769903  11.763522  9.521876  34.168376  67.902440  36.311495  87.300295  56.058920  82.265556  37.201873  51.874774  59.325391  81.840868  99.463888  89.557421  91.582847  32.915178  5.397483  15.491479  65.286611  72.073499  39.295466  38.894430  98.692176  19.400883  70.636043  79.971326  78.068929  4.497010  81.254619  46.387436  33.642047  21.878575  13.208991  3.505743  21.022890  31.710761  62.762620  51.359092  92.252241  83.418035  6.921857  35.652834  17.188205  82.167236  84.736006  58.055995  47.112874  26.066445  98.742892  71.788759  53.679628  93.503828  18.832016  9.688216  29.843740  83.741973  51.345024  55.819974  66.299567  96.819942  52.762467  78.776155  90.836020  80.993551  58.618818  6.481471  34.087941  16.032547  59.013498  39.863177  80.416426  58.875811  25.757619  8.295582  23.845990  79.560414  71.877209  40.256989  99.211345  45.074755  71.401376  42.923823  20.701307  26.858500  10.806112  18.317280  58.531554  39.820655  65.743691  54.213730  70.156057  12.848860  50.794461  2.501678  45.702967  29.771441  
68.615969  28.589022  95.693312  17.492066  89.155710  40.013574  8.140386  15.462687  81.375156  72.248598  82.179357  88.452485  20.912468  75.846949  59.675347  63.549112  69.929286  1.517383  2.651552  64.627740  98.423108  97.169763  32.198716  63.821656  50.570948  45.928958  28.002359  35.655305  58.714138  8.517345  51.015041  9.790968  56.797859  1.613183  12.772065  60.089991  32.479356  80.540400  42.504969  81.016771  48.873678  19.903221  13.434407  92.075791  17.816542  42.626160  17.863807  37.004205  29.667896  28.328065  9.788152  9.478848  10.992291  47.433541  15.527369  68.485239  31.403942  6.050875  97.052114  54.874349  73.185073  21.523695  48.748631  18.237412  16.188699  83.472164  16.665281  93.376827  84.324414  40.422123  74.626587  49.042122  50.937338  3.846992  56.394465  21.767238  41.968711  68.126104  95.436394  99.473616  53.070624  57.975407  92.669670  99.143707  8.275836  91.982889  56.422222  88.279109  6.983012  63.489909  74.905047  29.131110  6.561513  79.345335  57.053342  95.513894  2.009209  68.767282  71.703537  21.340571  
70.975700  88.593153  85.119312  0.272371  77.735731  4.430838  69.094677  74.233582  43.815779  11.801699  51.150324  83.499939  83.471423  4.211962  90.448333  65.135737  36.332207  35.398416  41.184836  93.544018  94.309511  59.953497  38.431217  13.463009  72.794870  63.377660  88.331345  84.916941  99.027772  59.769726  49.789807  17.292355  32.614550  52.739664  95.539201  27.348899  52.939498  54.148870  80.060215  72.027339  63.492526  18.876720  61.040013  99.503733  59.246534  56.500018  95.806359  17.480948  2.292535  30.630089  99.907125  39.047869  77.537979  80.819909  40.218158  46.586065  71.997072  54.794176  25.722991  26.307981  58.228973  54.349218  47.307065  89.841650  68.613941  94.505967  61.779727  31.874439  13.696196  91.971368  62.779846  40.863534  93.419666  4.330820  88.086824  75.255224  14.553749  4.861164  1.591210  43.474657  78.557331  13.064665  77.820421  27.810267  7.162938  87.499596  5.713657  29.439679  92.680058  73.737483  5.868849  37.752545  7.025223  72.918195  36.095294  53.606269  60.554833  45.071075  9.561319  97.090810  
5.247982  2.841107  50.479699  12.306509  35.496535  90.260320  5.192973  78.296453  28.490771  44.384965  78.112154  30.970345  18.593663  3.693804  81.757683  1.370675  36.928872  63.552313  23.728531  5.426858  9.196852  71.499595  93.689803  44.512500  21.595036  47.771880  1.994310  18.364945  59.633232  55.738538  97.599849  60.662322  51.640500  21.889973  4.778944  19.715017  50.296919  40.314917  72.816377  24.842437  26.845631  94.525180  84.695723  81.013226  89.289963  96.414529  38.995472  96.891431  54.284676  62.548807  57.791643  4.141743  10.270981  24.372688  31.771807  88.755020  5.619268  43.041674  1.407448  54.973339  36.913085  98.219612  77.019786  71.551673  68.964331  83.509952  51.771233  19.115750  78.417880  69.302645  69.558965  77.533053  98.020836  36.188498  20.079903  82.926388  43.805974  47.011233  17.790739  8.956865  38.023670  63.814459  29.612846  3.105648  96.626771  6.136402  34.506485  50.500807  67.062523  19.818825  94.986373  35.967839  11.464043  76.176406  96.862120  61.657776  82.243029  58.588738  0.912887  42.895690  
47.868860  31.926494  88.584102  33.002086  66.053126  54.890887  51.141708  38.684715  74.008516  61.132726  57.732288  6.558281  25.027985  45.342292  67.896263  32.498620  4.309470  29.262664  17.590658  46.181219  67.747725  36.013614  80.803968  72.288668  55.639214  28.275983  34.447883  65.563975  33.731387  23.428563  63.859005  78.290373  26.303433  81.792738  90.541318  27.927847  83.328220  97.389755  29.612693  0.535468  99.617145  65.348593  13.803162  89.740041  60.865733  70.366860  55.813353  55.028162  58.317016  34.094159  20.525533  72.638113  28.761932  1.787789  47.369396  37.437959  19.784508  18.226786  37.593301  30.608074  29.894387  34.961373  95.796839  57.477872  30.597957  59.862602  10.745069  92.369491  54.036769  95.981559  62.060031  42.935501  16.963168  99.971766  25.470796  87.675525  62.544139  79.336204  3.584502  44.718637  86.125222  6.600368  32.391674  6.864026  63.687427  94.587139  26.037980  20.337288  8.797817  64.907683  3.429690  42.803827  3.921864  14.770551  48.648077  28.226887  9.292640  81.408013  24.477995  1.664518  
75.547099  20.086000  85.395476  41.758575  36.373668  32.237987  23.842855  26.858426  9.565632  69.577860  95.087986  43.774745  22.136561  49.182697  13.584387  12.791237  82.314136  53.677671  60.623685  2.276469  60.608610  48.909503  22.024157  60.011423  11.978333  19.851060  36.759741  20.968040  9.848205  18.773688  29.381464  14.268070  3.460322  57.635702  83.240161  17.393588  34.031226  62.808163  16.799919  56.238450  99.623612  74.044340  63.220009  38.696814  77.357938  54.866935  48.576752  29.475995  3.050770  74.296980  9.341518  2.891123  91.103760  80.900736  98.669246  34.010112  7.949624  9.332604  53.082676  60.532018  61.625940  47.169033  69.935187  0.684525  4.811335  64.104741  8.379696  37.558288  42.152761  61.449248  77.511915  42.757673  28.217536  52.128971  31.622974  87.321400  10.770323  16.822454  34.977589  68.343888  55.719727  81.459141  83.786730  3.574158  70.866018  45.160746  16.654725  15.956166  75.282323  70.010091  59.595935  28.876883  33.766955  21.215256  64.808947  43.965484  27.894891  29.430240  34.048162  47.463388  
17.153811  4.093602  1.166839  11.066429  93.473704  12.546536  69.634571  48.232540  44.302885  98.587002  51.744166  64.190037  41.945145  72.057818  75.745612  56.493825  91.709387  59.668413  47.023083  16.955402  69.435753  6.702357  46.506634  36.993787  54.583407  83.315735  87.564795  1.512575  21.847420  89.580277  75.713573  18.017706  23.579330  97.806493  33.726380  39.273180  64.330659  5.381875  53.164886  42.242292  66.202569  66.578616  86.800678  58.997075  63.841221  79.396635  19.251572  61.174916  66.813082  27.470734  0.626838  35.269754  78.756662  63.218725  17.105427  90.908009  90.904063  24.592802  31.221422  38.447528  87.609767  57.360622  59.966701  60.342439  75.369357  32.781984  66.813257  30.411101  19.373844  16.189303  93.611226  23.869820  80.071730  65.570321  40.378191  36.252475  95.342427  20.178041  32.340753  51.041156  48.708626  45.878725  83.731993  83.605582  59.021817  79.671090  32.002479  65.669907  14.119260  2.394542  45.062799  70.471085  7.519930  87.461932  72.696563  11.136410  69.647086  58.577171  6.512136  49.468445  
16.149793  29.569621  76.620574  61.981045  15.422051  98.415652  71.857851  14.903862  89.205330  73.983656  43.307133  62.990467  80.782787  16.300001  54.115292  15.711684  66.277239  21.556493  99.973905  61.424354  59.120476  37.833770  72.177247  82.996449  21.324709  4.387649  43.223190  52.150447  92.558689  33.881208  41.458782  97.741486  41.155840  6.203048  54.625845  96.585203  7.501462  77.079867  81.325487  37.466139  93.390200  9.092260  13.621143  30.556302  59.775871  53.058750  58.406904  44.840913  41.230394  59.236854  93.812498  6.650449  74.087948  96.135229  44.789279  73.405004  17.906157  48.781966  78.502143  85.520947  50.551076  11.929259  95.048004  71.804246  13.954146  27.340096  4.987466  24.340475  90.367843  12.338419  71.806315  48.730618  15.501710  37.236640  36.201677  41.587284  57.482868  14.558464  84.100023  69.081045  45.119753  27.683003  68.236568  51.998318  35.731593  40.875343  91.890130  97.407900  34.573433  75.680697  65.480732  34.659096  15.422717  9.602664  91.972223  77.151407  83.703902  11.472813  23.568071  8.564884  
